user_id,department_id,role,name,email,phone,employee_id,jurisdiction,created_at
a048d942-198d-4e8e-8399-7c00bc81d34e,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 19 Patel,user19@niriksha.gov.in,9740389325,EMP18326,"{""state"": ""KA"", ""districts"": [""Bengaluru""]}",2024-08-01T13:03:25.395187
3e82533d-22ec-4e4c-869b-e4da49306072,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 20 Reddy,user20@niriksha.gov.in,9369953851,EMP82512,"{""state"": ""MH"", ""districts"": [""Pune""]}",2024-05-05T13:03:25.395202
a62fcd63-d7b2-4fbb-a8a5-3c0fd9a03e3d,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 21 Sharma,user21@niriksha.gov.in,9925276600,EMP94012,"{""state"": ""TN"", ""districts"": [""Pune""]}",2025-06-07T13:03:25.395217
30576eb7-5904-405c-a7ff-195e6f89e59c,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 22 Kumar,user22@niriksha.gov.in,9587182120,EMP10425,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2024-02-13T13:03:25.395249
02da18fe-4fe4-4f8b-8c3b-9e6a41e4e80b,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 23 Reddy,user23@niriksha.gov.in,9214257751,EMP91959,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2024-07-19T13:03:25.395266
8e5ef489-ea9e-47d3-9687-e43b966d70c4,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 24 Kumar,user24@niriksha.gov.in,9501486939,EMP31174,"{""state"": ""DL"", ""districts"": [""Delhi""]}",2026-04-03T13:03:25.395281
49db62da-2f7e-4aa2-bdea-362cec3e6406,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 25 Sharma,user25@niriksha.gov.in,9624636385,EMP12552,"{""state"": ""MH"", ""districts"": [""Chennai""]}",2023-10-17T13:03:25.395297
11aaa685-a929-4adb-a195-2dfb7954fcfe,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 26 Kumar,user26@niriksha.gov.in,9162196678,EMP41571,"{""state"": ""DL"", ""districts"": [""Pune""]}",2026-01-06T13:03:25.395312
6311b97a-4c53-4a20-9abe-5bd4670ae3b3,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 27 Singh,user27@niriksha.gov.in,9916690353,EMP79822,"{""state"": ""UP"", ""districts"": [""Lucknow""]}",2024-05-28T13:03:25.395329
0e847a19-b4bb-4dfa-adc7-4e852ccdd54e,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 28 Reddy,user28@niriksha.gov.in,9277303722,EMP44741,"{""state"": ""DL"", ""districts"": [""Delhi""]}",2025-01-25T13:03:25.395344
5d0c1af9-ac61-4e4c-9408-4f9e44f30223,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 29 Reddy,user29@niriksha.gov.in,9910959828,EMP36365,"{""state"": ""TN"", ""districts"": [""Bengaluru""]}",2024-05-16T13:03:25.395360
57967552-27b8-47c3-965f-fa9d6a3a1e71,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 30 Patel,user30@niriksha.gov.in,9655742829,EMP69177,"{""state"": ""MH"", ""districts"": [""Lucknow""]}",2025-08-16T13:03:25.395375
3bc41480-352b-4cd9-9ecf-1f96fa415e32,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 31 Sharma,user31@niriksha.gov.in,9122585366,EMP87110,"{""state"": ""DL"", ""districts"": [""Lucknow""]}",2024-08-09T13:03:25.395390
cb34bb8e-6e18-4ee4-87f8-2ad8a76f65cd,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 32 Singh,user32@niriksha.gov.in,9176228245,EMP92719,"{""state"": ""MH"", ""districts"": [""Lucknow""]}",2026-01-24T13:03:25.395408
245fd815-a761-444a-91b4-30010b8f9e18,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 33 Sharma,user33@niriksha.gov.in,9176082500,EMP77391,"{""state"": ""UP"", ""districts"": [""Chennai""]}",2024-05-18T13:03:25.395423
2536cb4f-a714-4c12-8a0c-82e972dac657,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 34 Kumar,user34@niriksha.gov.in,9678998028,EMP27342,"{""state"": ""DL"", ""districts"": [""Delhi""]}",2024-12-05T13:03:25.395439
8f02a69d-2477-4777-afd4-c93e1724f7e2,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 35 Patel,user35@niriksha.gov.in,9967043303,EMP63354,"{""state"": ""UP"", ""districts"": [""Pune""]}",2025-12-25T13:03:25.395458
895a49b7-9e93-4184-9494-e015edc55a2f,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 36 Sharma,user36@niriksha.gov.in,9554814084,EMP63883,"{""state"": ""KA"", ""districts"": [""Pune""]}",2024-05-14T13:03:25.395473
c40ea071-c192-4a1d-9a08-9128b6c3a4e4,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 37 Singh,user37@niriksha.gov.in,9532311310,EMP54473,"{""state"": ""MH"", ""districts"": [""Lucknow""]}",2025-09-19T13:03:25.395489
e405574d-2cd7-482c-8e34-e38769794f4f,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 38 Reddy,user38@niriksha.gov.in,9581695135,EMP28373,"{""state"": ""KA"", ""districts"": [""Lucknow""]}",2025-06-22T13:03:25.395504
0ba54024-3ed0-4197-ada4-905a190ea474,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 39 Kumar,user39@niriksha.gov.in,9180943908,EMP68082,"{""state"": ""DL"", ""districts"": [""Pune""]}",2026-02-11T13:03:25.395519
6aaf5793-2841-4085-adac-0746c19a2386,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 40 Singh,user40@niriksha.gov.in,9200140141,EMP40982,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2024-11-22T13:03:25.395534
d5fb2f47-4436-4931-aa23-ba3317658b33,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 41 Kumar,user41@niriksha.gov.in,9530613729,EMP17685,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2026-04-01T13:03:25.395550
2cfa4b25-bdbf-49dc-bdb2-bca84edac417,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 42 Sharma,user42@niriksha.gov.in,9941889393,EMP69638,"{""state"": ""TN"", ""districts"": [""Bengaluru""]}",2024-04-20T13:03:25.395568
187831ef-1acb-4b09-b389-b568b7d941da,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 43 Patel,user43@niriksha.gov.in,9266211829,EMP34890,"{""state"": ""TN"", ""districts"": [""Lucknow""]}",2026-02-03T13:03:25.395583
9f1ed651-8f63-4c59-b867-a424443fa885,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 44 Reddy,user44@niriksha.gov.in,9165452690,EMP51104,"{""state"": ""MH"", ""districts"": [""Pune""]}",2024-08-13T13:03:25.395598
b2c01503-1f77-4085-a705-76a65e8c9d45,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 45 Reddy,user45@niriksha.gov.in,9670292350,EMP30635,"{""state"": ""MH"", ""districts"": [""Delhi""]}",2026-01-11T13:03:25.395613
7cccdf16-c529-4fb2-90ee-9bc7e4bf5441,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 46 Singh,user46@niriksha.gov.in,9738914080,EMP18907,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2025-12-02T13:03:25.395628
bb46b9e1-f3e7-46b1-afd9-9f3ca944c117,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 47 Kumar,user47@niriksha.gov.in,9721609600,EMP87924,"{""state"": ""MH"", ""districts"": [""Delhi""]}",2026-01-10T13:03:25.395643
59a01efc-45aa-47a5-93f7-38bd650bd347,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 48 Reddy,user48@niriksha.gov.in,9706907788,EMP78522,"{""state"": ""TN"", ""districts"": [""Chennai""]}",2025-09-06T13:03:25.395660
89ba942e-40a1-4d05-8ce8-badfa4dbd0dd,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 49 Kumar,user49@niriksha.gov.in,9385201412,EMP61876,"{""state"": ""UP"", ""districts"": [""Chennai""]}",2024-12-21T13:03:25.395684
0c0ac0e2-fe5a-48cc-9de5-c2980a498f3f,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 50 Singh,user50@niriksha.gov.in,9110002396,EMP70068,"{""state"": ""DL"", ""districts"": [""Delhi""]}",2025-12-22T13:03:25.395699
2c820d5b-6cc0-4e37-ade2-ace56b4aad10,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 51 Reddy,user51@niriksha.gov.in,9328872698,EMP76307,"{""state"": ""TN"", ""districts"": [""Lucknow""]}",2025-04-11T13:03:25.395714
ddd83aad-9dcf-4b28-8dcd-0a6c0926eec2,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 52 Kumar,user52@niriksha.gov.in,9496776692,EMP47353,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2023-12-02T13:03:25.395730
e2d3b8f2-a468-4416-9424-c2b7ad61a4ea,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 53 Sharma,user53@niriksha.gov.in,9756783995,EMP95717,"{""state"": ""DL"", ""districts"": [""Pune""]}",2024-05-20T13:03:25.395746
e5525e8d-7639-4f22-a201-8c59a186a455,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 54 Sharma,user54@niriksha.gov.in,9812308209,EMP23577,"{""state"": ""UP"", ""districts"": [""Chennai""]}",2025-12-06T13:03:25.395764
1e5da171-0065-4def-ab06-792ad84dedf0,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 55 Reddy,user55@niriksha.gov.in,9266910922,EMP45697,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2025-08-31T13:03:25.395779
e03f14d8-abef-4456-9bd2-a855f7a59edb,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 56 Kumar,user56@niriksha.gov.in,9838194420,EMP93130,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2024-11-19T13:03:25.395794
fdfdedca-1cf2-4698-9920-e6825d79c138,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 57 Singh,user57@niriksha.gov.in,9199104722,EMP93136,"{""state"": ""KA"", ""districts"": [""Chennai""]}",2026-02-17T13:03:25.395809
36c9a98d-2d5a-471a-b007-027d7035534e,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 58 Sharma,user58@niriksha.gov.in,9927982963,EMP27146,"{""state"": ""TN"", ""districts"": [""Lucknow""]}",2024-03-05T13:03:25.395825
c3d06fe2-a2ae-49a8-8c9b-2fc4eedf0945,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 59 Reddy,user59@niriksha.gov.in,9857704655,EMP66057,"{""state"": ""DL"", ""districts"": [""Pune""]}",2025-12-10T13:03:25.395843
e7644548-06fb-4297-8159-408a4507d8f6,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 60 Kumar,user60@niriksha.gov.in,9685823118,EMP14722,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2024-09-15T13:03:25.395862
14416c97-0c03-4063-a4e1-ff2a477555c6,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 61 Patel,user61@niriksha.gov.in,9236843584,EMP15482,"{""state"": ""TN"", ""districts"": [""Chennai""]}",2024-01-09T13:03:25.395878
2e4f127f-627c-4f95-98b1-824aa2a54d27,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 62 Sharma,user62@niriksha.gov.in,9325567963,EMP99399,"{""state"": ""UP"", ""districts"": [""Pune""]}",2025-04-06T13:03:25.395894
e3687000-9c53-40fb-b5c7-f3cc3dcaaaf3,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 63 Patel,user63@niriksha.gov.in,9766430218,EMP30257,"{""state"": ""UP"", ""districts"": [""Lucknow""]}",2024-01-05T13:03:25.395909
d137a740-5f9e-45b0-82cd-f81a30d12dec,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 64 Patel,user64@niriksha.gov.in,9126614158,EMP33509,"{""state"": ""TN"", ""districts"": [""Bengaluru""]}",2024-01-03T13:03:25.407277
c40b8740-5bba-4f17-aa1c-6afe43bdb9fc,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 65 Sharma,user65@niriksha.gov.in,9270937380,EMP24168,"{""state"": ""KA"", ""districts"": [""Pune""]}",2023-11-06T13:03:25.407457
df05e6bd-ecaa-46db-9ebd-c0a45bc88995,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 66 Kumar,user66@niriksha.gov.in,9314289692,EMP70332,"{""state"": ""TN"", ""districts"": [""Chennai""]}",2023-12-15T13:03:25.407487
50368c00-8336-436d-94f5-a32a1b019e0c,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 67 Kumar,user67@niriksha.gov.in,9125409494,EMP96511,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2025-05-02T13:03:25.407501
4ccbaba9-622b-49a7-a229-3ff0855cb2d8,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 68 Singh,user68@niriksha.gov.in,9930353157,EMP46585,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2025-02-18T13:03:25.407512
88c03ff1-d886-4ecf-af36-bf529acf1e97,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 69 Sharma,user69@niriksha.gov.in,9129635852,EMP25118,"{""state"": ""TN"", ""districts"": [""Lucknow""]}",2024-08-17T13:03:25.407523
3d64e48f-06d7-4fbf-b744-287e72e22723,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 70 Singh,user70@niriksha.gov.in,9216396351,EMP88193,"{""state"": ""KA"", ""districts"": [""Chennai""]}",2024-03-18T13:03:25.407533
e1f4a254-0030-4eb5-8c09-42ceda3267a4,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 71 Patel,user71@niriksha.gov.in,9750911797,EMP77033,"{""state"": ""MH"", ""districts"": [""Bengaluru""]}",2024-08-21T13:03:25.407551
b6aa9089-f688-46a1-bd1e-236b69c9aa3b,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 72 Sharma,user72@niriksha.gov.in,9147659674,EMP67154,"{""state"": ""MH"", ""districts"": [""Delhi""]}",2023-12-30T13:03:25.407561
74d54eeb-5df7-4ac3-811b-0cab7710c070,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 73 Kumar,user73@niriksha.gov.in,9491079829,EMP66531,"{""state"": ""MH"", ""districts"": [""Chennai""]}",2024-07-04T13:03:25.407574
348eccad-7388-4c5c-a017-d1de16d0e6cf,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 74 Singh,user74@niriksha.gov.in,9872830248,EMP49363,"{""state"": ""DL"", ""districts"": [""Chennai""]}",2024-05-21T13:03:25.407585
ff44ba54-b0ba-4c3e-a4ed-36e90d45f888,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 75 Sharma,user75@niriksha.gov.in,9532074125,EMP48752,"{""state"": ""DL"", ""districts"": [""Lucknow""]}",2025-09-19T13:03:25.407595
3aeb8d46-f0c8-45aa-857b-441d35cf28dc,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 76 Patel,user76@niriksha.gov.in,9827264603,EMP32810,"{""state"": ""DL"", ""districts"": [""Delhi""]}",2025-05-30T13:03:25.407605
5df646ad-236b-4fdd-b155-f958ca9f62c3,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 77 Reddy,user77@niriksha.gov.in,9995205588,EMP10053,"{""state"": ""TN"", ""districts"": [""Chennai""]}",2025-08-31T13:03:25.407615
cd1b50da-0cf6-488b-9be9-c12724f579b5,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 78 Reddy,user78@niriksha.gov.in,9751397897,EMP95813,"{""state"": ""TN"", ""districts"": [""Bengaluru""]}",2025-01-06T13:03:25.407628
9293914f-5bb8-4799-a430-f2e49d6acb93,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 79 Kumar,user79@niriksha.gov.in,9648868899,EMP72021,"{""state"": ""UP"", ""districts"": [""Pune""]}",2025-06-17T13:03:25.407638
c9479b91-5692-4b33-b9c2-f07897f1caf1,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 80 Reddy,user80@niriksha.gov.in,9459905654,EMP22240,"{""state"": ""UP"", ""districts"": [""Chennai""]}",2025-08-16T13:03:25.407648
eb7a4c07-da5e-424a-b128-895e2b105913,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 81 Kumar,user81@niriksha.gov.in,9126226563,EMP16057,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2024-07-17T13:03:25.407658
ad97af9d-b60b-4a39-a59f-fcf2f4dd5e9a,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 82 Patel,user82@niriksha.gov.in,9545002643,EMP92544,"{""state"": ""DL"", ""districts"": [""Lucknow""]}",2024-03-29T13:03:25.407668
0d0899c8-ee53-4201-bf64-8ba94069ccb4,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 83 Patel,user83@niriksha.gov.in,9529123992,EMP41979,"{""state"": ""UP"", ""districts"": [""Pune""]}",2024-02-25T13:03:25.407678
50668769-48c4-46dd-8424-37bfc9134736,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 84 Patel,user84@niriksha.gov.in,9334978881,EMP33053,"{""state"": ""DL"", ""districts"": [""Bengaluru""]}",2026-02-11T13:03:25.407688
202e8f03-bb59-4677-aced-38a9cd2bbae4,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 85 Kumar,user85@niriksha.gov.in,9230307805,EMP69829,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2024-05-20T13:03:25.407698
7b9ed7de-7a61-4832-8697-139940db898b,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 86 Reddy,user86@niriksha.gov.in,9739362057,EMP51588,"{""state"": ""KA"", ""districts"": [""Delhi""]}",2023-12-21T13:03:25.407712
77c44c65-820a-4231-9498-5eb836cc4ec2,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 87 Patel,user87@niriksha.gov.in,9991816852,EMP81810,"{""state"": ""KA"", ""districts"": [""Lucknow""]}",2024-03-03T13:03:25.407722
20972974-655d-4f3b-85e0-7d5583aaa5d7,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 88 Patel,user88@niriksha.gov.in,9378304807,EMP42406,"{""state"": ""TN"", ""districts"": [""Delhi""]}",2024-11-23T13:03:25.407731
4ea15052-52e9-4df7-8ed0-a310af9e9e3c,17c8b7df-21cc-4394-b4da-f0a1a25a0349,inspector,User 89 Sharma,user89@niriksha.gov.in,9572309605,EMP20155,"{""state"": ""TN"", ""districts"": [""Lucknow""]}",2025-06-29T13:03:25.407741
de7a27e9-4f88-4f65-a0bb-d60e732d47e1,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 90 Sharma,user90@niriksha.gov.in,9679984033,EMP20561,"{""state"": ""UP"", ""districts"": [""Lucknow""]}",2025-08-10T13:03:25.407751
8f8e4a1a-85c5-4e9e-b6d9-f9b88a56c520,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 91 Kumar,user91@niriksha.gov.in,9858511779,EMP38043,"{""state"": ""MH"", ""districts"": [""Bengaluru""]}",2025-02-10T13:03:25.407762
c6787829-58c6-421a-b8ee-4c50ed160a4a,d8ef4900-75f2-4b9f-9815-b7dc608e0862,inspector,User 92 Reddy,user92@niriksha.gov.in,9600282414,EMP64496,"{""state"": ""MH"", ""districts"": [""Lucknow""]}",2023-12-03T13:03:25.407771
966b463e-8477-4932-9aeb-cbd30c995622,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 93 Patel,user93@niriksha.gov.in,9926561919,EMP86556,"{""state"": ""MH"", ""districts"": [""Delhi""]}",2025-03-10T13:03:25.407781
a7453a8e-7ed9-4d5e-8580-238ce7067152,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 94 Singh,user94@niriksha.gov.in,9477698143,EMP49139,"{""state"": ""KA"", ""districts"": [""Bengaluru""]}",2024-09-29T13:03:25.407792
0a297e03-553c-456f-b0e7-58a7f42e896e,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 95 Reddy,user95@niriksha.gov.in,9336801619,EMP73993,"{""state"": ""UP"", ""districts"": [""Chennai""]}",2025-01-12T13:03:25.407802
9a88017f-237d-46b7-96bd-c9a6ca01c1f2,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 96 Singh,user96@niriksha.gov.in,9517532243,EMP54057,"{""state"": ""KA"", ""districts"": [""Lucknow""]}",2023-11-25T13:03:25.407811
31890c7b-c2a5-4006-8e56-cf7e963de1ad,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 97 Kumar,user97@niriksha.gov.in,9768143326,EMP80008,"{""state"": ""MH"", ""districts"": [""Bengaluru""]}",2024-08-05T13:03:25.407821
7531af43-124b-41ed-b154-ce217cbb6650,24353874-868b-46b4-8ac7-58527ba25067,inspector,User 98 Singh,user98@niriksha.gov.in,9190137896,EMP94246,"{""state"": ""KA"", ""districts"": [""Lucknow""]}",2023-10-29T13:03:25.407830
e95dca21-eeb1-449c-add5-6bb3c1179b40,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 99 Kumar,user99@niriksha.gov.in,9153992714,EMP44099,"{""state"": ""KA"", ""districts"": [""Chennai""]}",2025-08-30T13:03:25.407842
76d96b48-03b8-4b5f-ab7b-3869590abf48,718472ee-2192-4e7b-9d38-124525a57358,inspector,User 100 Sharma,user100@niriksha.gov.in,9462388455,EMP59692,"{""state"": ""TN"", ""districts"": [""Bengaluru""]}",2025-07-19T13:03:25.407852
523a7d64-e19d-4bf7-994a-b2501771cae5,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 101 Patel,user101@niriksha.gov.in,9120812641,EMP80702,"{""state"": ""MH"", ""districts"": [""Chennai""]}",2025-08-17T13:03:25.407862
b76db188-006f-44ec-b2b9-c7cdff0ced39,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 102 Singh,user102@niriksha.gov.in,9909851739,EMP14067,"{""state"": ""UP"", ""districts"": [""Lucknow""]}",2023-11-26T13:03:25.407874
677c00c9-b338-40b3-868f-d74e2ebb7d1e,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,inspector,User 103 Reddy,user103@niriksha.gov.in,9263619298,EMP41266,"{""state"": ""UP"", ""districts"": [""Bengaluru""]}",2024-05-18T13:03:25.407884
